team A,team B,Toss_Winner,Top Batsmen Points(Team A),Top Batsmen Points(Team B),Top Baller Points(Team A),Top Baller Points(Team B),Match Won after winning Toss Team A,Match Won after winning Toss Team B,runs in pp team a,runs in pp team b,Run Rate(Team A),Run Rate(Team B),Most Value Player Points(Team A),Most Value Player Points(Team B),Win ratio (Team A),Win ratio (Team B),Team A Ground,Team B Ground,winner,id,result,toss_decision,dl_applied,win_by_runs,win_by_wickets,player_of_match,umpire1,umpire2,umpire3,venue
CSK,KXIP,CSK,526,560,514,474,0.631578947,0.432432432,30,39,0.53,0.226,843,632,0.6,0.4,home,away,CSK,425,normal,bat,0,15,0,SK Raina,M Erasmus,VA Kulkarni,,"MA Chidambaram Stadium, Chepauk"
RCB,PWI,RCB,674,514,678,569,0.516129032,0.090909091,34,48,0.457,-1.006,853.5,604,1,0,away,away,RCB,426,normal,bat,0,17,0,AB de Villiers,Aleem Dar,C ShamshuDCin,,Subrata Roy Sahara Stadium
RR,KKR,RR,522,536,480,622,0.552631579,0.558823529,26,41,0.322,-0.095,873.5,720,0.5,0.5,away,home,KKR,427,normal,bat,0,0,8,YK Pathan,HDPK Dharmasena,CK Nandan,,Eden Gardens
DC,SRH,DC,536,598,299,667,0.5,0,31,46,-0.848,0.003,853.5,850.5,0,0,away,home,SRH,428,normal,bat,0,0,6,DJG Sammy,Asad Rauf,S Asnani,,"Rajiv Gandhi International Stadium, Uppal"
MI,CSK,MI,546,526,747,514,0.55,0.631578947,32,32,0.441,0.53,912.5,843,0.55,0.45,home,away,MI,430,normal,bat,0,60,0,MG Johnson,HDPK Dharmasena,CK Nandan,,Wankhede Stadium
PWI,RR,PWI,514,522,569,480,0.090909091,0.552631579,61,53,-1.006,0.322,604,873.5,0,1,away,home,RR,431,normal,bat,0,0,5,AM Rahane,C ShamshuDCin,RJ Tucker,,Sawai Mansingh Stadium
RCB,KXIP,KXIP,674,560,678,474,0.516129032,0.432432432,40,47,0.457,0.226,853.5,632,0.5,0.5,away,away,KXIP,448,normal,field,0,0,6,DA Miller,VA Kulkarni,NJ Llong,,"Punjab Cricket Association Stadium, Mohali"
DC,RR,DC,536,522,299,480,0.5,0.552631579,42,49,-0.848,0.322,853.5,873.5,0.4,0.6,away,home,RR,433,normal,bat,0,0,9,AM Rahane,Aleem Dar,RJ Tucker,,Sawai Mansingh Stadium
MI,KKR,MI,546,536,747,622,0.55,0.558823529,41,38,0.441,-0.095,912.5,720,0.8,0.2,home,away,MI,434,normal,bat,0,65,0,SR Tendulkar,HDPK Dharmasena,S Ravi,,Wankhede Stadium
CSK,SRH,SRH,526,598,514,667,0.631578947,0,50,49,0.53,0.003,843,850.5,0,0,away,home,CSK,435,normal,field,0,77,0,SK Raina,S Das,NJ Llong,,"Rajiv Gandhi International Stadium, Uppal"
KXIP,RR,RR,560,522,474,480,0.432432432,0.552631579,37,38,0.226,0.322,632,873.5,0.3,0.7,away,away,RR,436,normal,field,0,0,8,KK Cooper,HDPK Dharmasena,S Ravi,,"Punjab Cricket Association Stadium, Mohali"
KKR,PWI,KKR,536,514,622,569,0.558823529,0.090909091,50,34,-0.095,-1.006,720,604,1,0,away,away,KKR,437,normal,bat,0,46,0,G Gambhir,Asad Rauf,S Asnani,,Subrata Roy Sahara Stadium
RCB,DC,DC,674,536,678,299,0.516129032,0.5,40,49,0.457,-0.848,853.5,853.5,0.45,0.55,away,away,RCB,438,normal,field,0,4,0,JD Unadkat,NJ Llong,K Srinath,,Feroz Shah Kotla
PWI,MI,PWI,514,546,569,747,0.090909091,0.55,36,37,-1.006,0.441,604,912.5,0.25,0.75,away,away,MI,439,normal,bat,0,0,5,MG Johnson,Asad Rauf,AK Chaudhary,,Subrata Roy Sahara Stadium
SRH,KXIP,KXIP,598,560,667,474,0,0.432432432,37,41,0.003,0.226,850.5,632,0,0,away,away,SRH,440,normal,field,0,30,0,PA Patel,S Das,RJ Tucker,,"Punjab Cricket Association Stadium, Mohali"
RCB,KKR,KKR,674,536,678,622,0.516129032,0.558823529,22,31,0.457,-0.095,853.5,720,0.5,0.5,away,away,KKR,441,normal,field,0,0,5,JH Kallis,NJ Llong,K Srinath,,JSCA International Stadium Complex
CSK,RR,RR,526,522,514,480,0.631578947,0.552631579,37,24,0.53,0.322,843,873.5,0.64,0.36,away,home,RR,442,normal,field,0,0,5,SR Watson,HDPK Dharmasena,CK Nandan,,Sawai Mansingh Stadium
SRH,MI,SRH,598,546,667,747,0,0.55,40,56,0.003,0.441,850.5,912.5,0,0,away,home,MI,444,normal,bat,0,0,7,KA Pollard,AK Chaudhary,SJA Taufel,,Wankhede Stadium
RCB,KXIP,KXIP,674,560,678,474,0.516129032,0.432432432,52,39,0.457,0.226,853.5,632,0.5,0.5,home,away,KXIP,429,normal,field,0,0,7,AC Gilchrist,HDPK Dharmasena,S Ravi,,M Chinnaswamy Stadium
CSK,DC,CSK,526,536,514,299,0.631578947,0.5,42,33,0.53,-0.848,843,853.5,0.6,0.4,home,away,CSK,446,normal,bat,0,33,0,MS Dhoni,C ShamshuDCin,RJ Tucker,,"MA Chidambaram Stadium, Chepauk"
PWI,KKR,KKR,514,536,569,622,0.090909091,0.558823529,47,49,-1.006,-0.095,604,720,0,1,away,away,PWI,445,normal,field,0,7,0,MK Pandey,NJ Llong,K Srinath,,JSCA International Stadium Complex
MI,RR,RR,546,522,747,480,0.55,0.552631579,49,29,0.441,0.322,912.5,873.5,0.56,0.44,home,away,MI,447,normal,field,0,14,0,AP Tare,Asad Rauf,S Asnani,,Wankhede Stadium
KXIP,DC,DC,560,536,474,299,0.432432432,0.5,58,41,0.226,-0.848,632,853.5,0.5,0.5,away,away,KXIP,412,normal,field,0,7,0,DA Miller,HDPK Dharmasena,S Ravi,,Himachal Pradesh Cricket Association Stadium
SRH,RR,SRH,598,522,667,480,0,0.552631579,21,33,0.003,0.322,850.5,873.5,0,0,home,away,SRH,449,normal,bat,0,23,0,A Mishra,Asad Rauf,AK Chaudhary,,"Rajiv Gandhi International Stadium, Uppal"
KXIP,MI,MI,560,546,474,747,0.432432432,0.55,35,51,0.226,0.441,632,912.5,0.6,0.4,away,away,KXIP,450,normal,field,0,50,0,Azhar Mahmood,HDPK Dharmasena,CK Nandan,,Himachal Pradesh Cricket Association Stadium
RCB,CSK,CSK,674,526,678,514,0.516129032,0.631578947,40,47,0.457,0.53,853.5,843,0.42,0.58,home,away,RCB,452,normal,field,0,24,0,V Kohli,C ShamshuDCin,RJ Tucker,,M Chinnaswamy Stadium
PWI,DC,PWI,514,536,569,299,0.090909091,0.5,76,56,-1.006,-0.848,604,853.5,0.3,0.7,away,away,PWI,451,normal,bat,0,38,0,LJ Wright,NJ Llong,SJA Taufel,,Subrata Roy Sahara Stadium
KKR,SRH,KKR,536,598,622,667,0.558823529,0,33,45,-0.095,0.003,720,850.5,0,0,away,home,SRH,453,normal,bat,0,0,5,PA Patel,Asad Rauf,S Asnani,,"Rajiv Gandhi International Stadium, Uppal"
CSK,MI,CSK,526,546,514,747,0.631578947,0.55,47,56,0.53,0.441,843,912.5,0.45,0.55,away,away,CSK,454,normal,bat,0,48,0,MEK Hussey,NJ Llong,RJ Tucker,,Feroz Shah Kotla
SRH,RR,SRH,598,522,667,480,0,0.552631579,27,44,0.003,0.322,850.5,873.5,0,0,away,away,RR,455,normal,bat,0,0,4,BJ Hodge,S Ravi,RJ Tucker,,Feroz Shah Kotla
RR,MI,RR,522,546,480,747,0.552631579,0.55,42,45,0.322,0.441,873.5,912.5,0.44,0.56,away,away,MI,456,normal,bat,0,0,4,Harbhajan Singh,C ShamshuDCin,SJA Taufel,,Eden Gardens
MI,CSK,MI,546,526,747,514,0.55,0.631578947,34,35,0.441,0.53,912.5,843,0.55,0.45,away,away,MI,457,normal,bat,0,23,0,KA Pollard,HDPK Dharmasena,SJA Taufel,,Eden Gardens
KKR,MI,KKR,610,564,547,794,0.5,0.576923077,31,32,0.418,0.095,742,540,0.17,0.83,away,away,KKR,458,normal,bat,0,41,0,JH Kallis,M Erasmus,RK Illingworth,,Sheikh Zayed Stadium
DC,RCB,RCB,610,577,475,516,0.446808511,0.555555556,30,50,-1.182,-0.428,601,601,0.45,0.55,away,away,RCB,459,normal,field,0,0,8,YS Chahal,Aleem Dar,S Ravi,,Sharjah Cricket Stadium
CSK,KXIP,CSK,651,779,695,644,0.673913043,0.454545455,70,64,0.385,0.968,763,693,0.7,0.3,away,away,KXIP,460,normal,bat,0,0,6,GJ Maxwell,RK Illingworth,C ShamshuDCin,,Sheikh Zayed Stadium
SRH,RR,RR,573,687,483,830,0.142857143,0.551020408,41,30,-0.399,0.06,632,523.5,0.33,0.67,away,away,RR,461,normal,field,0,0,4,AM Rahane,BF Bowden,RK Illingworth,,Sheikh Zayed Stadium
MI,RCB,RCB,564,577,794,516,0.576923077,0.555555556,49,30,0.095,-0.428,540,601,0.53,0.46,away,away,RCB,462,normal,field,0,0,7,PA Patel,Aleem Dar,AK Chaudhary,,Dubai International Cricket Stadium
KKR,DC,KKR,610,610,547,475,0.5,0.446808511,31,49,0.418,-1.182,742,601,0.55,0.45,away,away,DC,463,normal,bat,0,0,4,JP Duminy,Aleem Dar,VA Kulkarni,,Dubai International Cricket Stadium
RR,KXIP,KXIP,687,779,830,644,0.551020408,0.454545455,54,39,0.06,0.968,523.5,693,0.73,0.27,away,away,KXIP,464,normal,field,0,0,7,GJ Maxwell,BF Bowden,M Erasmus,,Sharjah Cricket Stadium
CSK,DC,CSK,651,610,695,475,0.673913043,0.446808511,34,24,0.385,-1.182,763,601,0.7,0.3,away,away,CSK,465,normal,bat,0,93,0,SK Raina,RK Illingworth,C ShamshuDCin,,Sheikh Zayed Stadium
KXIP,SRH,SRH,779,573,644,483,0.454545455,0.142857143,43,45,0.968,-0.399,693,632,0,1,away,away,KXIP,466,normal,field,0,72,0,GJ Maxwell,M Erasmus,S Ravi,,Sharjah Cricket Stadium
CSK,RR,RR,651,687,695,830,0.673913043,0.551020408,51,38,0.385,0.06,763,523.5,0.62,0.38,away,away,CSK,467,normal,field,0,7,0,RA Jadeja,HDPK Dharmasena,RK Illingworth,,Dubai International Cricket Stadium
KKR,RCB,RCB,610,577,547,516,0.5,0.555555556,42,49,0.418,-0.428,742,601,0.5,0.5,away,away,KKR,468,normal,field,0,2,0,CA Lynn,Aleem Dar,VA Kulkarni,,Sharjah Cricket Stadium
SRH,DC,SRH,573,610,483,475,0.142857143,0.446808511,55,44,-0.399,-1.182,632,601,1,0,away,away,SRH,469,normal,bat,0,4,0,AJ Finch,M Erasmus,S Ravi,,Dubai International Cricket Stadium
MI,CSK,MI,564,651,794,695,0.576923077,0.673913043,31,51,0.095,0.385,540,763,0.6,0.4,away,away,CSK,470,normal,bat,0,0,7,MM Sharma,BF Bowden,M Erasmus,,Dubai International Cricket Stadium
RCB,RR,RR,577,687,516,830,0.555555556,0.551020408,22,36,-0.428,0.06,601,523.5,0.55,0.45,away,away,RR,471,normal,field,0,0,6,PV Tambe,HDPK Dharmasena,C ShamshuDCin,,Sheikh Zayed Stadium
KXIP,KKR,KKR,779,610,644,547,0.454545455,0.5,51,24,0.968,0.418,693,742,0.45,0.55,away,away,KXIP,472,normal,field,0,23,0,Sandeep Sharma,HDPK Dharmasena,RK Illingworth,,Sheikh Zayed Stadium
MI,DC,MI,564,610,794,475,0.576923077,0.446808511,37,31,0.095,-1.182,540,601,0.5,0.5,away,away,DC,473,normal,bat,0,0,6,M Vijay,Aleem Dar,VA Kulkarni,,Sharjah Cricket Stadium
SRH,CSK,SRH,573,651,483,695,0.142857143,0.673913043,37,47,-0.399,0.385,632,763,0,1,away,away,CSK,474,normal,bat,0,0,5,DR Smith,AK Chaudhary,VA Kulkarni,,Sharjah Cricket Stadium
RCB,KXIP,KXIP,577,779,516,644,0.555555556,0.454545455,44,33,-0.428,0.968,601,693,0.42,0.58,away,away,KXIP,475,normal,field,0,0,5,Sandeep Sharma,BF Bowden,S Ravi,,Dubai International Cricket Stadium
RR,KKR,RR,687,610,830,547,0.551020408,0.5,45,33,0.06,0.418,523.5,742,0.5,0.5,away,away,RR,476,tie,bat,0,0,0,JP Faulkner,Aleem Dar,AK Chaudhary,,Sheikh Zayed Stadium
SRH,MI,MI,573,564,483,794,0.142857143,0.576923077,44,32,-0.399,0.095,632,540,0.5,0.5,away,away,SRH,477,normal,field,0,15,0,B Kumar,HDPK Dharmasena,M Erasmus,,Dubai International Cricket Stadium
CSK,KKR,CSK,651,610,695,547,0.673913043,0.5,43,39,0.385,0.418,763,742,0.67,0.33,away,away,CSK,478,normal,bat,0,34,0,RA Jadeja,AK Chaudhary,NJ Llong,,JSCA International Stadium Complex
KXIP,MI,KXIP,779,564,644,794,0.454545455,0.576923077,36,49,0.968,0.095,693,540,0.58,0.42,away,home,MI,479,normal,bat,0,0,5,CJ Anderson,BNJ Oxenford,C ShamshuDCin,,Wankhede Stadium
DC,RR,RR,610,687,475,830,0.446808511,0.551020408,46,38,-1.182,0.06,601,523.5,0.5,0.5,away,away,RR,480,normal,field,0,0,7,KK Nair,SS Hazare,S Ravi,,Feroz Shah Kotla
SRH,RCB,RCB,573,577,483,516,0.142857143,0.555555556,47,36,-0.399,-0.428,632,601,0.5,0.5,away,home,RCB,481,normal,field,0,0,4,AB de Villiers,HDPK Dharmasena,VA Kulkarni,,M Chinnaswamy Stadium
RR,KKR,KKR,687,610,830,547,0.551020408,0.5,50,50,0.06,0.418,523.5,742,0.5,0.5,home,away,RR,482,normal,field,0,10,0,PV Tambe,NJ Llong,CK Nandan,,"Sardar Patel Stadium, Motera"
DC,CSK,CSK,610,651,475,695,0.446808511,0.673913043,46,49,-1.182,0.385,601,763,0.3,0.7,away,away,CSK,483,normal,field,0,0,8,DR Smith,RM Deshpande,BNJ Oxenford,,Feroz Shah Kotla
MI,RCB,RCB,564,577,794,516,0.576923077,0.555555556,50,64,0.095,-0.428,540,601,0.53,0.46,home,away,MI,484,normal,field,0,19,0,RG Sharma,S Ravi,K Srinath,,Wankhede Stadium
DC,KKR,DC,610,610,475,547,0.446808511,0.5,29,52,-1.182,0.418,601,742,0.45,0.55,away,away,KKR,485,normal,bat,0,0,8,G Gambhir,BNJ Oxenford,C ShamshuDCin,,Feroz Shah Kotla
KXIP,CSK,CSK,779,651,644,695,0.454545455,0.673913043,38,46,0.968,0.385,693,763,0.3,0.7,away,away,KXIP,486,normal,field,0,44,0,GJ Maxwell,HDPK Dharmasena,PG Pathak,,Barabati Stadium
SRH,RR,RR,573,687,483,830,0.142857143,0.551020408,50,37,-0.399,0.06,632,523.5,0.33,0.67,away,home,SRH,487,normal,field,0,32,0,B Kumar,AK Chaudhary,NJ Llong,,"Sardar Patel Stadium, Motera"
KXIP,RCB,RCB,779,577,644,516,0.454545455,0.555555556,64,34,0.968,-0.428,693,601,0.58,0.42,away,home,KXIP,488,normal,field,0,32,0,Sandeep Sharma,S Ravi,K Srinath,,M Chinnaswamy Stadium
DC,SRH,SRH,610,573,475,483,0.446808511,0.142857143,52,44,-1.182,-0.399,601,632,0,1,away,away,SRH,489,normal,field,1,0,8,DW Steyn,RM Deshpande,BNJ Oxenford,,Feroz Shah Kotla
MI,CSK,CSK,564,651,794,695,0.576923077,0.673913043,42,38,0.095,0.385,540,763,0.6,0.4,home,away,CSK,490,normal,field,0,0,4,DR Smith,HDPK Dharmasena,VA Kulkarni,,Wankhede Stadium
KXIP,KKR,KKR,779,610,644,547,0.454545455,0.5,49,55,0.968,0.418,693,742,0.45,0.55,away,home,KKR,491,normal,field,0,0,9,G Gambhir,NJ Llong,CK Nandan,,Barabati Stadium
RCB,RR,RCB,577,687,516,830,0.555555556,0.551020408,31,45,-0.428,0.06,601,523.5,0.55,0.45,home,away,RR,492,normal,bat,0,0,5,JP Faulkner,S Ravi,RJ Tucker,,M Chinnaswamy Stadium
SRH,MI,SRH,573,564,483,794,0.142857143,0.576923077,43,38,-0.399,0.095,632,540,0.5,0.5,home,away,MI,493,normal,bat,0,0,7,AT Rayudu,HDPK Dharmasena,VA Kulkarni,,"Rajiv Gandhi International Stadium, Uppal"
RR,CSK,RR,687,651,830,695,0.551020408,0.673913043,42,48,0.06,0.385,523.5,763,0.38,0.62,away,away,CSK,494,normal,bat,0,0,5,RA Jadeja,BNJ Oxenford,C ShamshuDCin,,JSCA International Stadium Complex
RCB,DC,DC,577,610,516,475,0.555555556,0.446808511,34,46,-0.428,-1.182,601,601,0.55,0.45,home,away,RCB,495,normal,field,0,16,0,Yuvraj Singh,K Srinath,RJ Tucker,,M Chinnaswamy Stadium
SRH,KXIP,KXIP,573,779,483,644,0.142857143,0.454545455,55,86,-0.399,0.968,632,693,1,0,home,away,KXIP,496,normal,field,0,0,6,WP Saha,VA Kulkarni,PG Pathak,,"Rajiv Gandhi International Stadium, Uppal"
MI,KKR,KKR,564,610,794,547,0.576923077,0.5,37,45,0.095,0.418,540,742,0.83,0.17,away,home,KKR,497,normal,field,0,0,6,RV Uthappa,AK Chaudhary,NJ Llong,,Barabati Stadium
RR,DC,DC,687,610,830,475,0.551020408,0.446808511,52,34,0.06,-1.182,523.5,601,0.5,0.5,home,away,RR,498,normal,field,0,62,0,AM Rahane,S Ravi,RJ Tucker,,"Sardar Patel Stadium, Motera"
CSK,RCB,CSK,651,577,695,516,0.673913043,0.555555556,39,17,0.385,-0.428,763,601,0.57,0.43,away,away,RCB,499,normal,bat,0,0,5,AB de Villiers,BNJ Oxenford,C ShamshuDCin,,JSCA International Stadium Complex
SRH,KKR,SRH,573,610,483,547,0.142857143,0.5,41,30,-0.399,0.418,632,742,0.5,0.5,home,away,KKR,500,normal,bat,0,0,7,UT Yadav,NJ Llong,CK Nandan,,"Rajiv Gandhi International Stadium, Uppal"
MI,RR,MI,564,687,794,830,0.576923077,0.551020408,42,47,0.095,0.06,540,523.5,0.58,0.42,away,home,MI,501,normal,bat,0,25,0,MEK Hussey,S Ravi,RJ Tucker,,"Sardar Patel Stadium, Motera"
DC,KXIP,KXIP,610,779,475,644,0.446808511,0.454545455,55,66,-1.182,0.968,601,693,0.42,0.58,away,away,KXIP,502,normal,field,0,0,4,AR Patel,HDPK Dharmasena,PG Pathak,,Feroz Shah Kotla
RCB,SRH,RCB,577,573,516,483,0.555555556,0.142857143,25,51,-0.428,-0.399,601,632,0.5,0.5,away,home,SRH,503,normal,bat,0,0,7,DA Warner,AK Chaudhary,NJ Llong,,"Rajiv Gandhi International Stadium, Uppal"
CSK,KKR,KKR,651,610,695,547,0.673913043,0.5,35,52,0.385,0.418,763,742,0.67,0.33,away,home,KKR,504,normal,field,0,0,8,RV Uthappa,RM Deshpande,C ShamshuDCin,,Eden Gardens
KXIP,MI,MI,779,564,644,794,0.454545455,0.576923077,48,62,0.968,0.095,693,540,0.58,0.42,away,away,MI,505,normal,field,0,0,7,LMP Simmons,HDPK Dharmasena,VA Kulkarni,,"Punjab Cricket Association Stadium, Mohali"
KKR,RCB,RCB,610,577,547,516,0.5,0.555555556,45,36,0.418,-0.428,742,601,0.5,0.5,home,away,KKR,506,normal,field,0,30,0,RV Uthappa,AK Chaudhary,CK Nandan,,Eden Gardens
CSK,SRH,SRH,651,573,695,483,0.673913043,0.142857143,60,64,0.385,-0.399,763,632,1,0,away,away,SRH,507,normal,field,0,0,6,DA Warner,BNJ Oxenford,C ShamshuDCin,,JSCA International Stadium Complex
MI,DC,DC,564,610,794,475,0.576923077,0.446808511,65,47,0.095,-1.182,540,601,0.5,0.5,home,away,MI,508,normal,field,0,15,0,MEK Hussey,S Ravi,RJ Tucker,,Wankhede Stadium
KXIP,RR,RR,779,687,644,830,0.454545455,0.551020408,53,44,0.968,0.06,693,523.5,0.27,0.73,away,away,KXIP,509,normal,field,0,16,0,SE Marsh,HDPK Dharmasena,PG Pathak,,"Punjab Cricket Association Stadium, Mohali"
RCB,CSK,CSK,577,651,516,695,0.555555556,0.673913043,34,64,-0.428,0.385,601,763,0.43,0.57,home,away,CSK,510,normal,field,0,0,8,MS Dhoni,AK Chaudhary,NJ Llong,,M Chinnaswamy Stadium
SRH,KKR,KKR,573,610,483,547,0.142857143,0.5,49,49,-0.399,0.418,632,742,0.5,0.5,away,home,KKR,511,normal,field,0,0,4,YK Pathan,RM Deshpande,BNJ Oxenford,,Eden Gardens
DC,KXIP,KXIP,610,779,475,644,0.446808511,0.454545455,44,48,-1.182,0.968,601,693,0.42,0.58,away,away,KXIP,512,normal,field,0,0,7,M Vohra,HDPK Dharmasena,VA Kulkarni,,"Punjab Cricket Association Stadium, Mohali"
RR,MI,MI,687,564,830,794,0.551020408,0.576923077,35,71,0.06,0.095,523.5,540,0.42,0.58,away,home,MI,513,normal,field,0,0,5,CJ Anderson,K Srinath,RJ Tucker,,Wankhede Stadium
KKR,KXIP,KXIP,610,779,547,644,0.5,0.454545455,55,46,0.418,0.968,742,693,0.55,0.45,home,away,KKR,514,normal,field,0,28,0,UT Yadav,NJ Llong,S Ravi,,Eden Gardens
MI,CSK,CSK,564,651,794,695,0.576923077,0.673913043,53,60,0.095,0.385,540,763,0.6,0.4,home,away,CSK,515,normal,field,0,0,7,SK Raina,VA Kulkarni,BNJ Oxenford,,Brabourne Stadium
KXIP,CSK,CSK,779,651,644,695,0.454545455,0.673913043,70,100,0.968,0.385,693,763,0.3,0.7,away,away,KXIP,516,normal,field,0,24,0,V Sehwag,HDPK Dharmasena,RJ Tucker,,Wankhede Stadium
KXIP,KKR,KKR,779,610,644,547,0.454545455,0.5,32,59,0.968,0.418,693,742,0.45,0.55,away,away,KKR,517,normal,field,0,0,3,MK Pandey,HDPK Dharmasena,BNJ Oxenford,,M Chinnaswamy Stadium
MI,KKR,KKR,782,598,546,634,0.568965517,0.527272727,37,38,-0.043,0.253,701.5,627,0.72,0.28,away,home,KKR,518,normal,field,0,0,7,M Morkel,S Ravi,C ShamshuDCin,,Eden Gardens
CSK,DC,DC,578,598,657,712,0.660714286,0.411764706,59,40,0.709,-0.049,754.5,678,0.71,0.29,home,away,CSK,519,normal,field,0,1,0,A Nehra,RK Illingworth,VA Kulkarni,,"MA Chidambaram Stadium, Chepauk"
RR,KXIP,KXIP,570,508,533,590,0.543859649,0.490196078,35,51,0.062,-1.436,603.5,572.5,0.62,0.38,away,away,RR,520,normal,field,0,26,0,JP Faulkner,SD Fry,CB Gaffaney,,Maharashtra Cricket Association Stadium
CSK,SRH,CSK,578,749,657,696,0.660714286,0.285714286,49,46,0.709,-0.239,754.5,657,0.75,0.25,home,away,CSK,521,normal,bat,0,45,0,BB McCullum,RK Illingworth,VA Kulkarni,,"MA Chidambaram Stadium, Chepauk"
KKR,RCB,RCB,598,617,634,546,0.527272727,0.511111111,53,41,0.253,1.037,627,678,0.57,0.43,home,away,RCB,522,normal,field,0,0,3,CH Gayle,S Ravi,C ShamshuDCin,,Eden Gardens
DC,RR,RR,598,570,712,533,0.411764706,0.543859649,51,42,-0.049,0.062,678,603.5,0.43,0.57,away,away,RR,523,normal,field,0,0,3,DJ Hooda,SD Fry,CB Gaffaney,,Feroz Shah Kotla
KXIP,MI,MI,508,782,590,546,0.490196078,0.568965517,57,17,-1.436,-0.043,572.5,701.5,0.5,0.5,away,home,KXIP,524,normal,field,0,18,0,GJ Bailey,AK Chaudhary,K Srinivasan,,Wankhede Stadium
RCB,SRH,SRH,617,749,546,696,0.511111111,0.285714286,47,65,1.037,-0.239,678,657,0.5,0.5,home,away,SRH,525,normal,field,0,0,8,DA Warner,RM Deshpande,RK Illingworth,,M Chinnaswamy Stadium
MI,RR,MI,782,570,546,533,0.568965517,0.543859649,31,42,-0.043,0.062,701.5,603.5,0.64,0.36,away,home,RR,526,normal,bat,0,0,7,SPD Smith,AK Chaudhary,SD Fry,,"Sardar Patel Stadium, Motera"
KXIP,DC,KXIP,508,598,590,712,0.490196078,0.411764706,69,38,-1.436,-0.049,572.5,678,0.64,0.36,away,away,DC,528,normal,bat,0,0,5,MA Agarwal,CB Gaffaney,K Srinath,,Maharashtra Cricket Association Stadium
SRH,RR,RR,749,570,696,533,0.285714286,0.543859649,41,47,-0.239,0.062,657,603.5,0.4,0.6,away,away,RR,529,normal,field,0,0,6,AM Rahane,PG Pathak,S Ravi,,Dr. Y.S. Rajasekhara ReDCy ACA-VDECA Cricket Stadium
MI,CSK,MI,782,578,546,657,0.568965517,0.660714286,35,36,-0.043,0.709,701.5,754.5,0.5,0.5,home,away,CSK,530,normal,bat,0,0,6,A Nehra,AK Chaudhary,M Erasmus,,Wankhede Stadium
DC,SRH,DC,598,749,712,696,0.411764706,0.285714286,31,90,-0.049,-0.239,678,657,0,1,away,away,DC,531,normal,bat,0,4,0,JP Duminy,PG Pathak,S Ravi,,Dr. Y.S. Rajasekhara ReDCy ACA-VDECA Cricket Stadium
KXIP,KKR,KKR,508,598,590,634,0.490196078,0.527272727,40,50,-1.436,0.253,572.5,627,0.4,0.6,away,away,KKR,532,normal,field,0,0,4,AD Russell,SD Fry,CK Nandan,,Maharashtra Cricket Association Stadium
CSK,RR,CSK,578,570,657,533,0.660714286,0.543859649,48,53,0.709,0.062,754.5,603.5,0.67,0.33,away,home,RR,533,normal,bat,0,0,8,AM Rahane,AK Chaudhary,M Erasmus,,"Sardar Patel Stadium, Motera"
MI,RCB,RCB,782,617,546,546,0.568965517,0.511111111,39,47,-0.043,1.037,701.5,678,0.53,0.47,away,home,MI,534,normal,field,0,18,0,Harbhajan Singh,RK Illingworth,VA Kulkarni,,M Chinnaswamy Stadium
DC,KKR,KKR,598,598,712,634,0.411764706,0.527272727,48,33,-0.049,0.253,678,627,0.46,0.53,away,away,KKR,535,normal,field,0,0,6,UT Yadav,SD Fry,CB Gaffaney,,Feroz Shah Kotla
RR,KXIP,KXIP,570,508,533,590,0.543859649,0.490196078,34,48,0.062,-1.436,603.5,572.5,0.62,0.38,home,away,KXIP,536,tie,field,0,0,0,SE Marsh,M Erasmus,S Ravi,,"Sardar Patel Stadium, Motera"
SRH,KKR,KKR,749,598,696,634,0.285714286,0.527272727,43,40,-0.239,0.253,657,627,0.25,0.75,away,away,SRH,537,normal,field,1,16,0,DA Warner,RK Illingworth,VA Kulkarni,,Dr. Y.S. Rajasekhara ReDCy ACA-VDECA Cricket Stadium
CSK,RCB,RCB,578,617,657,546,0.660714286,0.511111111,43,49,0.709,1.037,754.5,678,0.56,0.44,away,home,CSK,538,normal,field,0,27,0,SK Raina,JD Cloete,C ShamshuDCin,,M Chinnaswamy Stadium
DC,MI,MI,598,782,712,546,0.411764706,0.568965517,45,38,-0.049,-0.043,678,701.5,0.5,0.5,away,away,DC,539,normal,field,0,37,0,SS Iyer,SD Fry,CK Nandan,,Feroz Shah Kotla
RR,RCB,RCB,570,617,533,546,0.543859649,0.511111111,45,48,0.062,1.037,603.5,678,0.54,0.46,home,away,RCB,540,normal,field,0,0,9,MA Starc,M Erasmus,S Ravi,,"Sardar Patel Stadium, Motera"
MI,SRH,MI,782,749,546,696,0.568965517,0.285714286,48,49,-0.043,-0.239,701.5,657,0.5,0.5,home,away,MI,541,normal,bat,0,20,0,SL Malinga,HDPK Dharmasena,CB Gaffaney,,Wankhede Stadium
CSK,KXIP,CSK,578,508,657,590,0.660714286,0.490196078,46,52,0.709,-1.436,754.5,572.5,0.53,0.47,home,away,CSK,542,normal,bat,0,97,0,BB McCullum,JD Cloete,C ShamshuDCin,,"MA Chidambaram Stadium, Chepauk"
DC,RCB,RCB,598,617,712,546,0.411764706,0.511111111,54,39,-0.049,1.037,678,678,0.38,0.62,away,away,RCB,543,normal,field,0,0,10,VR Aaron,M Erasmus,S Ravi,,Feroz Shah Kotla
